episode,score
1000,-12.988000000000046
2000,1.0739999999999998
3000,-0.9919999999999978
4000,-10.975000000000037
5000,-0.05600000000000103
6000,-0.08400000000000102
7000,-2.0719999999999934
8000,-25.00000000000008
9000,-3.037999999999989
10000,-4.332999999999986
11000,-1.6369999999999953
12000,1.786
13000,-13.29700000000004
14000,1.9909999999999999
15000,-0.8279999999999981
16000,-10.210000000000042
17000,2.319
18000,1.9909999999999999
19000,1.8270000000000002
20000,1.9090000000000003
21000,2.073
22000,2.073
23000,1.745
24000,1.9910000000000003
25000,1.8270000000000002
26000,1.95
27000,1.909
28000,2.032
29000,2.073
30000,1.9500000000000002
31000,1.909
32000,1.7450000000000003
33000,2.155
34000,1.9090000000000003
35000,1.827
36000,-13.69000000000005
37000,-9.630000000000042
38000,1.4580000000000002
39000,1.745
40000,2.483
41000,1.827
42000,1.909
43000,1.5810000000000002
44000,1.9909999999999999
45000,2.155
46000,1.95
47000,2.032
48000,1.581
49000,1.8679999999999999
50000,-10.790000000000042
51000,1.6219999999999999
52000,1.5810000000000002
53000,1.8680000000000003
54000,-10.210000000000042
55000,2.032
56000,2.442
57000,2.319
58000,1.95
59000,2.155
60000,2.155
61000,2.073
62000,2.032
63000,-8.470000000000038
64000,1.2279999999999998
65000,1.14
66000,-8.760000000000037
67000,-13.051000000000052
68000,2.0200000000000005
69000,1.8680000000000003
70000,-12.820000000000048
71000,1.7039999999999997
72000,2.0680000000000005
73000,1.827
74000,1.712
75000,1.5799999999999996
76000,1.8499999999999994
77000,2.2
78000,2.278
79000,1.6900000000000004
80000,1.95
81000,1.248
82000,1.6969999999999998
83000,-9.340000000000039
84000,2.155
85000,-11.080000000000041
86000,1.712
87000,1.9320000000000002
88000,-11.370000000000045
89000,-11.950000000000044
90000,-10.790000000000042
91000,1.6500000000000006
92000,1.6540000000000001
93000,2.0260000000000002
94000,1.4479999999999995
95000,-10.210000000000042
96000,1.746
97000,1.3539999999999999
98000,1.858
99000,-8.760000000000039
100000,-8.180000000000037
101000,-10.790000000000042
102000,-11.370000000000045
103000,-11.370000000000044
104000,-10.790000000000042
105000,2.04
106000,2.114
107000,1.7450000000000003
108000,-9.630000000000042
109000,-10.500000000000043
110000,-11.660000000000046
111000,2.16
112000,1.5810000000000002
113000,2.073
114000,-8.690000000000024
115000,1.95
116000,2.032
117000,1.94
118000,1.8330000000000002
119000,2.1100000000000003
120000,1.704
121000,2.16
122000,1.8270000000000002
123000,2.1520000000000006
124000,2.08
125000,1.7860000000000003
126000,1.7040000000000004
127000,1.88
128000,2.1520000000000006
129000,1.6220000000000006
130000,2.114
131000,1.745
132000,2.0
133000,2.36
134000,1.96
135000,1.76
136000,2.12
137000,1.8379999999999999
138000,2.0729999999999995
139000,2.032
140000,1.8
141000,2.24
142000,2.114
143000,1.72
144000,2.12
145000,1.755
146000,2.04
147000,-6.377000000000006
148000,1.3580000000000003
149000,-5.250000000000011
150000,1.96
151000,2.04
152000,1.92
153000,2.073
154000,1.807
155000,2.196
156000,-8.960000000000027
157000,1.7919999999999998
158000,1.716
159000,1.1070000000000002
160000,1.3630000000000002
161000,-6.520000000000018
162000,1.6789999999999998
163000,1.8500000000000003
164000,1.8069999999999993
165000,2.06
166000,1.8679999999999999
167000,1.786
168000,-7.750000000000013
169000,2.1939999999999995
170000,2.032
171000,2.24
172000,2.24
173000,1.8160000000000003
174000,1.93
175000,1.976
176000,1.5560000000000005
177000,1.9359999999999993
178000,-10.310000000000029
179000,1.57
180000,1.7919999999999998
181000,1.4300000000000004
182000,1.8160000000000003
183000,1.3780000000000001
184000,2.0260000000000002
185000,0.21099999999999938
186000,-13.438000000000043
187000,1.9200000000000006
188000,2.0460000000000003
189000,-11.803000000000033
190000,1.695
191000,1.3599999999999994
192000,1.975
193000,0.7259999999999998
194000,1.3319999999999994
195000,-10.840000000000034
196000,-13.576000000000043
197000,-24.168000000000074
198000,-16.10800000000005
199000,-24.07200000000007
