episode,score
1000,1.8090000000000004
2000,1.868
3000,2.319
4000,2.073
5000,1.9090000000000003
6000,2.032
7000,-0.09999999999999998
8000,-16.740000000000055
9000,-11.305000000000032
10000,1.9840000000000004
11000,-0.09999999999999998
12000,1.827
13000,2.155
14000,1.9089999999999998
15000,1.909
16000,1.663
17000,2.237
18000,1.92
19000,1.6
20000,2.319
21000,2.155
22000,1.9910000000000003
23000,2.114
24000,2.073
25000,1.7320000000000004
26000,1.8270000000000002
27000,-8.052000000000021
28000,1.9840000000000004
29000,3.8840000000000003
30000,-9.339999999999986
31000,-0.043999999999999984
32000,1.6630000000000005
33000,-0.04799999999999999
