episode,score
1000,-12.572000000000035
2000,-23.88700000000007
3000,-23.84500000000007
4000,-24.218000000000075
5000,-23.887000000000068
6000,-23.376000000000058
7000,-11.336000000000034
8000,-23.482000000000063
9000,-24.22100000000007
10000,-24.069000000000063
11000,-23.656000000000063
12000,-24.150000000000073
13000,-24.088000000000065
14000,-21.22400000000003
15000,-23.992000000000065
16000,-23.87300000000007
17000,-24.262000000000075
18000,-24.20200000000007
19000,-24.168000000000074
20000,-15.513000000000034
21000,-24.200000000000067
22000,-21.663000000000032
23000,-24.428000000000075
24000,-15.156000000000041
25000,3.8590000000000004
26000,-11.112000000000037
27000,-24.65600000000008
28000,-8.527000000000037
29000,-24.648000000000074
