episode,reward
0,3.5999999999999996
1,-0.7000000000000002
2,-0.5000000000000001
3,-0.5400000000000001
4,3.1399999999999997
5,3.5
6,3.5
7,3.5999999999999996
8,3.5
9,3.6999999999999997
10,3.5199999999999996
11,-0.40000000000000013
12,3.38
13,3.48
14,-0.5000000000000002
15,-0.6000000000000002
16,-0.40000000000000013
17,-0.40000000000000013
18,3.46
19,3.4799999999999995
20,3.5799999999999996
21,-0.7000000000000002
22,3.4799999999999995
23,-0.5000000000000002
24,3.6799999999999997
25,-0.6000000000000002
26,3.6999999999999997
27,-0.7400000000000002
28,-0.6200000000000002
29,3.46
30,-0.42000000000000015
31,-0.8000000000000002
32,-0.5000000000000001
33,-0.7400000000000002
34,-0.9800000000000002
35,-0.9600000000000002
36,3.5999999999999996
37,3.48
38,3.5999999999999996
39,-0.5200000000000001
40,3.5799999999999996
41,-0.9600000000000002
42,-0.5200000000000001
43,-0.7400000000000003
44,-0.5200000000000001
45,-0.42000000000000015
46,-0.5200000000000002
47,3.38
48,3.28
49,3.4
50,3.54
51,3.5999999999999996
52,3.28
53,-0.6000000000000002
54,3.46
55,-0.40000000000000013
56,-0.6000000000000001
57,3.5999999999999996
58,3.5
59,3.5
60,3.36
61,3.58
62,-0.8200000000000002
63,-0.6200000000000001
64,-0.40000000000000013
65,3.6799999999999997
66,3.5599999999999996
67,-0.8400000000000001
68,3.1799999999999997
69,-0.5200000000000001
70,3.5999999999999996
71,3.5799999999999996
72,3.0599999999999996
73,3.3
74,-0.5600000000000002
75,-0.7000000000000001
76,-0.42000000000000015
77,-0.6000000000000002
78,-0.7000000000000002
79,3.5999999999999996
80,-0.6000000000000002
81,-0.5400000000000001
82,-0.7000000000000001
83,3.5599999999999996
84,-0.8200000000000002
85,-0.8000000000000002
86,-0.6200000000000002
87,-0.6200000000000002
88,3.28
89,3.6999999999999997
90,3.5799999999999996
91,-0.42000000000000015
92,3.5
93,-0.5000000000000001
94,-0.42000000000000015
95,-0.40000000000000013
96,3.5999999999999996
97,-0.5200000000000002
98,3.38
99,-0.40000000000000013
100,3.58
101,3.6999999999999997
102,-0.5400000000000003
103,-0.5000000000000002
104,3.5999999999999996
105,-0.42000000000000015
106,-0.5400000000000001
107,3.5
108,-0.6000000000000002
109,3.4799999999999995
110,3.48
111,-0.5000000000000001
112,-0.5000000000000001
113,3.36
114,-0.5000000000000001
115,3.4799999999999995
116,3.58
117,3.58
118,3.4799999999999995
119,3.5
120,-0.40000000000000013
121,3.5999999999999996
122,3.3
123,3.6999999999999997
124,3.5999999999999996
125,3.5199999999999996
126,3.5999999999999996
127,3.5
128,3.6999999999999997
129,3.6999999999999997
130,3.44
131,3.6799999999999997
132,3.5999999999999996
133,-0.42000000000000015
134,-0.6200000000000002
135,-0.6000000000000002
136,-0.40000000000000013
137,3.4799999999999995
138,3.5
139,3.5599999999999996
140,3.5799999999999996
141,-0.5400000000000001
142,3.4
143,-0.5000000000000001
144,-0.6000000000000002
145,3.6999999999999997
146,3.6799999999999997
147,3.38
148,-0.5000000000000002
149,-0.6000000000000002
150,3.5999999999999996
151,-0.5200000000000002
152,-0.7600000000000001
153,3.6999999999999997
154,3.5599999999999996
155,-0.5200000000000002
156,-0.6000000000000001
157,3.5999999999999996
158,3.4
159,3.5599999999999996
160,3.46
161,3.5799999999999996
162,3.4
163,3.3
164,-0.5000000000000001
165,-0.6400000000000002
166,3.6799999999999997
167,-0.8400000000000002
168,-0.44000000000000017
169,3.3
170,3.5999999999999996
171,-0.9000000000000001
172,-0.9000000000000001
173,3.36
174,-1.0400000000000003
175,3.4399999999999995
176,3.38
177,3.5999999999999996
178,3.6599999999999997
179,-0.7000000000000001
180,-0.5200000000000001
181,3.26
182,-0.6200000000000002
183,-0.44000000000000017
184,-0.40000000000000013
185,3.5999999999999996
186,3.5
187,3.5999999999999996
188,-0.44000000000000017
189,3.58
190,3.5999999999999996
191,3.5999999999999996
192,-0.5200000000000001
193,3.5599999999999996
194,3.6999999999999997
195,-0.5200000000000001
196,3.5399999999999996
197,3.46
198,3.6799999999999997
199,-0.6000000000000002
200,3.1999999999999997
201,-0.44000000000000017
202,3.4799999999999995
203,3.6799999999999997
204,3.6799999999999997
205,3.26
206,-0.6400000000000002
207,3.5999999999999996
208,-0.5000000000000001
209,-0.6400000000000001
210,-0.42000000000000015
211,3.48
212,3.5
213,3.6799999999999997
214,3.26
215,-0.7000000000000002
216,-0.6200000000000002
217,3.5
218,3.5799999999999996
219,-0.5200000000000001
220,-0.7200000000000001
221,3.6999999999999997
222,-0.40000000000000013
223,-0.7400000000000002
224,-0.40000000000000013
225,-0.42000000000000015
226,-0.6200000000000001
227,-0.6000000000000001
228,-0.5000000000000002
229,3.4
230,3.48
231,3.6999999999999997
232,3.4399999999999995
233,3.4
234,-0.7000000000000001
235,-0.7400000000000002
236,-0.5200000000000001
237,3.1999999999999997
238,3.6799999999999997
239,3.38
240,-0.6000000000000002
241,3.46
242,-0.6200000000000001
243,3.5999999999999996
244,-1.0400000000000003
245,-0.5000000000000001
246,-0.5000000000000002
247,3.58
248,3.4799999999999995
249,-0.7000000000000002
250,-0.40000000000000013
251,3.6999999999999997
252,-0.42000000000000015
253,3.28
254,3.1999999999999997
255,-0.5200000000000001
256,3.26
257,-0.5000000000000002
258,3.5399999999999996
259,3.5
260,-0.7200000000000002
261,-0.5200000000000001
262,3.4
263,3.48
264,-0.5000000000000001
265,3.5999999999999996
266,3.26
267,-0.8000000000000002
268,-0.7000000000000002
269,-0.42000000000000015
270,3.6999999999999997
