episode,score
1000,-24.67200000000008
2000,1.9089999999999998
3000,2.1959999999999997
4000,1.868
5000,2.114
6000,1.4170000000000003
7000,1.9090000000000003
8000,2.073
9000,2.032
10000,2.073
11000,2.073
12000,2.401
13000,1.7040000000000004
14000,1.9910000000000003
15000,2.073
16000,1.786
17000,1.827
18000,1.704
19000,1.9910000000000003
20000,1.868
21000,2.1550000000000002
22000,1.8270000000000002
23000,1.827
24000,2.032
25000,2.1959999999999997
26000,2.032
27000,2.319
28000,1.909
29000,2.032
30000,1.7450000000000003
31000,1.95
32000,1.704
33000,2.442
34000,1.95
35000,1.827
36000,2.073
37000,2.237
38000,1.8680000000000003
39000,1.9910000000000003
40000,2.032
41000,1.868
42000,1.704
43000,2.0680000000000005
44000,2.278
45000,2.278
46000,1.6629999999999998
47000,1.6480000000000001
48000,1.663
49000,-9.92000000000004
50000,-9.050000000000038
51000,2.073
52000,2.032
53000,1.8679999999999999
54000,1.95
55000,1.3350000000000002
56000,2.155
57000,2.032
58000,2.237
59000,-11.080000000000043
60000,-11.080000000000041
61000,2.1959999999999997
62000,2.36
63000,1.622
64000,2.032
65000,2.032
66000,1.786
67000,1.581
68000,2.196
69000,1.909
70000,1.745
71000,2.073
72000,1.9499999999999997
73000,1.95
74000,1.581
75000,2.155
76000,1.6219999999999999
77000,1.7450000000000003
78000,1.9909999999999999
79000,1.704
80000,2.114
81000,2.237
82000,2.032
83000,1.704
84000,1.9909999999999999
85000,1.5810000000000002
86000,2.1959999999999997
87000,1.9500000000000002
88000,1.54
89000,1.5810000000000002
90000,1.8270000000000002
91000,1.827
92000,1.9909999999999999
93000,1.9500000000000002
94000,1.9909999999999999
95000,2.155
96000,1.786
97000,1.9909999999999999
98000,2.3200000000000007
99000,3.949999999999999
100000,3.9479999999999995
101000,1.868
102000,3.899999999999998
103000,1.7450000000000003
