episode,score
1000,-13.98000000000005
2000,-12.284000000000042
3000,-11.660000000000043
4000,-12.820000000000045
5000,3.555
6000,-8.470000000000038
7000,-12.75000000000004
8000,-24.847000000000083
9000,0.3500000000000043
10000,3.795
11000,-9.920000000000043
12000,-11.370000000000045
13000,-11.660000000000043
14000,-10.210000000000042
15000,-8.527000000000037
16000,-11.417000000000039
17000,-9.39400000000004
18000,3.6759999999999993
19000,-10.650000000000041
20000,-10.567000000000041
21000,-25.00000000000008
22000,-10.284000000000043
23000,-12.702000000000053
24000,-11.511000000000042
25000,-10.024000000000042
26000,1.3680000000000019
27000,3.9479999999999995
28000,3.9549999999999996
29000,3.557999999999999
30000,1.5489999999999997
31000,1.4799999999999998
