episode,score
1000,1.6000000000000003
2000,-25.00000000000008
3000,-25.00000000000008
4000,-25.00000000000008
5000,1.8270000000000002
6000,1.9909999999999999
7000,1.868
8000,2.319
9000,2.032
10000,2.073
11000,2.1959999999999997
12000,1.9909999999999999
13000,1.9909999999999999
14000,1.9909999999999999
15000,2.196
16000,2.6469999999999994
17000,2.114
18000,2.155
19000,1.868
20000,1.9499999999999997
21000,1.6630000000000005
22000,1.7040000000000004
23000,1.8270000000000002
24000,1.9909999999999999
25000,1.745
26000,1.95
27000,1.9909999999999999
28000,1.7860000000000003
29000,2.1959999999999997
30000,2.114
31000,1.868
32000,1.6629999999999998
33000,2.032
34000,1.8270000000000002
35000,1.8679999999999999
36000,2.073
37000,1.9909999999999999
38000,-14.500000000000046
39000,2.401
40000,-9.92000000000004
41000,-10.976000000000045
42000,-9.536000000000039
43000,-10.400000000000041
44000,-10.210000000000043
45000,-10.500000000000043
46000,-10.790000000000042
47000,1.536
48000,-10.210000000000043
49000,-10.790000000000042
50000,4.0
51000,-12.250000000000036
52000,-9.630000000000042
53000,-12.500000000000043
54000,1.9909999999999999
