episode,score
1000,1.964
2000,1.8410000000000002
3000,1.5130000000000001
4000,1.554
5000,1.923
6000,1.8410000000000002
7000,1.472
8000,1.923
9000,1.6360000000000001
10000,1.349
11000,1.964
12000,1.841
13000,1.5130000000000001
14000,1.431
15000,1.841
16000,1.75
17000,1.636
18000,1.636
19000,2.1690000000000005
20000,1.6769999999999998
21000,1.5539999999999998
22000,2.456
23000,1.8820000000000001
24000,1.349
25000,1.513
26000,1.7590000000000001
27000,1.8
28000,1.6769999999999998
29000,1.923
30000,1.5950000000000002
31000,1.7590000000000001
32000,1.4720000000000002
33000,1.7180000000000002
34000,1.7590000000000001
35000,2.1279999999999997
36000,1.8820000000000001
37000,1.7590000000000001
38000,2.128
39000,1.5539999999999998
40000,1.8
41000,1.8820000000000001
42000,1.7590000000000001
43000,1.7590000000000001
44000,1.7590000000000001
45000,1.7764000000000002
46000,2.087
47000,1.513
48000,1.7180000000000002
49000,1.5539999999999998
50000,1.5130000000000001
51000,1.8
52000,1.431
53000,1.7999999999999998
54000,1.554
55000,2.21
56000,2.046
57000,1.882
58000,1.882
59000,2.169
60000,1.83
61000,1.8000000000000003
62000,1.8075999999999999
63000,1.7179999999999997
64000,1.431
65000,2.005
66000,1.7590000000000001
67000,1.7590000000000001
68000,2.087
69000,1.841
70000,1.472
71000,1.6769999999999998
72000,1.7590000000000001
73000,1.63
74000,1.7999999999999998
75000,1.923
76000,2.087
77000,1.59
78000,1.7590000000000001
79000,1.7590000000000001
80000,1.6769999999999998
81000,1.39
82000,1.431
83000,1.964
84000,1.51
85000,1.55
86000,1.75
87000,-13.615000000000045
88000,1.6769999999999998
89000,1.3489999999999998
90000,1.6770000000000003
91000,1.71
92000,1.636
93000,2.005
94000,2.2920000000000003
95000,1.636
96000,1.882
97000,1.554
98000,1.51
99000,1.8820000000000001
100000,1.5539999999999998
101000,1.923
102000,1.67
103000,1.964
104000,1.185
105000,1.7590000000000001
106000,1.95
107000,1.841
108000,1.95
109000,1.9229999999999998
110000,1.964
111000,1.63
112000,1.75
113000,1.6769999999999998
114000,1.95
115000,1.841
116000,3.850000000000002
117000,3.850000000000002
118000,3.850000000000002
119000,3.7870000000000004
120000,3.850000000000002
