episode,score
1000,1.756
2000,1.9359999999999997
3000,1.7
4000,1.8
5000,2.0639999999999996
6000,1.4800000000000006
7000,1.9000000000000006
8000,1.95
9000,1.786
10000,2.073
11000,1.909
12000,2.032
13000,1.909
14000,2.0
15000,1.6480000000000006
16000,2.278
17000,1.9000000000000006
18000,1.3120000000000005
19000,2.1940000000000004
20000,-0.05199999999999999
21000,1.95
22000,-10.888000000000043
23000,-13.885000000000042
24000,-10.864000000000038
25000,3.8480000000000008
26000,-2.1249999999999933
27000,-2.199999999999993
28000,1.95
29000,1.704
