episode,score
1000,-13.840000000000048
2000,-11.71600000000004
3000,-12.897000000000041
4000,1.7200000000000006
5000,1.5630000000000004
6000,1.9320000000000002
7000,2.02
8000,1.66
9000,1.768
10000,2.0680000000000005
11000,2.0260000000000007
12000,2.032
13000,2.032
14000,2.1520000000000006
15000,-7.310000000000034
16000,-9.340000000000039
17000,-10.50000000000004
18000,-11.080000000000041
19000,1.868
20000,1.9910000000000003
21000,1.8069999999999995
22000,-10.688000000000045
23000,3.9629999999999996
24000,-9.340000000000039
25000,-10.210000000000043
26000,-9.789000000000039
27000,-10.210000000000042
