episode,score
1000,-25.00000000000008
2000,0.0
3000,-24.40000000000008
4000,1.8270000000000002
5000,-24.417000000000076
6000,-14.293000000000042
7000,-13.93000000000005
8000,-11.280000000000037
9000,-13.730000000000045
10000,-13.730000000000045
11000,1.5480000000000005
12000,1.8110000000000006
13000,1.78
14000,1.5
15000,1.94
16000,2.18
17000,1.62
18000,1.7860000000000003
19000,1.7450000000000003
20000,2.073
21000,2.4419999999999997
22000,1.5400000000000003
23000,2.155
24000,2.073
25000,2.196
26000,1.8270000000000002
27000,2.073
28000,2.073
29000,2.196
30000,2.2369999999999997
31000,1.827
32000,2.237
33000,1.745
34000,2.073
35000,1.381
36000,1.6400000000000006
37000,1.2200000000000004
38000,1.909
39000,1.591
40000,1.244
41000,1.9089999999999998
42000,1.96
43000,1.9200000000000006
44000,1.6
45000,3.3839999999999986
46000,1.745
47000,2.073
48000,0.897
49000,1.622
50000,4.0
51000,4.0
52000,1.9909999999999999
53000,1.745
54000,2.114
