episode,score
1000,-0.25900000000000006
2000,-0.09999999999999998
3000,0.0
4000,0.0
5000,0.0
6000,0.0
7000,0.0
8000,0.0
9000,0.0
10000,0.0
11000,0.0
12000,1.909
13000,2.278
14000,2.196
15000,1.5810000000000002
16000,2.073
17000,1.868
18000,1.909
19000,2.032
20000,1.909
21000,1.499
22000,1.622
23000,1.5400000000000003
24000,1.909
25000,1.8270000000000002
26000,2.278
27000,2.237
28000,2.278
29000,1.704
30000,1.909
31000,1.5810000000000002
32000,1.8270000000000002
33000,1.909
34000,1.5810000000000002
35000,1.9909999999999999
36000,1.868
37000,2.1140000000000003
38000,1.704
39000,1.9910000000000003
40000,1.868
41000,2.155
42000,1.909
43000,1.909
44000,1.9500000000000002
45000,1.9090000000000003
46000,2.114
47000,1.9910000000000003
48000,1.9909999999999999
49000,1.95
50000,1.909
51000,1.6630000000000005
52000,0.0
53000,0.0
54000,2.032
55000,1.8270000000000002
56000,1.95
57000,1.704
58000,1.827
59000,1.8270000000000002
60000,2.114
61000,2.1959999999999997
62000,2.114
63000,1.9090000000000003
64000,0.0
65000,0.0
66000,1.663
67000,2.155
68000,1.5400000000000003
69000,1.7860000000000003
70000,1.827
71000,1.7860000000000003
72000,2.073
73000,2.237
74000,2.073
75000,1.8679999999999999
76000,0.0
77000,1.909
78000,2.114
79000,2.237
80000,1.786
81000,0.0
82000,0.0
83000,1.8270000000000002
84000,2.278
85000,1.868
86000,0.0
87000,1.7860000000000003
88000,1.64
89000,2.155
90000,1.95
91000,2.483
92000,0.0
93000,1.8679999999999999
94000,2.032
95000,2.073
96000,1.704
97000,2.237
98000,0.0
99000,1.663
100000,1.9910000000000003
101000,1.827
102000,2.114
103000,1.7860000000000003
104000,2.073
105000,2.073
106000,2.032
107000,0.0
108000,1.9910000000000003
109000,1.663
110000,1.704
111000,2.073
112000,1.827
113000,-0.044
114000,-0.04699999999999999
115000,1.909
116000,0.0
117000,1.9909999999999999
118000,2.36
119000,1.8270000000000002
120000,1.786
121000,2.114
122000,1.827
123000,-0.05299999999999999
124000,0.0
125000,1.8270000000000002
126000,1.868
127000,1.9910000000000003
128000,2.073
129000,1.95
130000,1.6219999999999999
131000,2.073
132000,2.032
133000,2.319
134000,1.95
135000,0.0
136000,1.8679999999999999
137000,2.073
138000,1.95
139000,1.868
140000,1.9089999999999998
141000,1.9910000000000003
142000,1.9500000000000002
143000,2.032
144000,1.704
145000,2.114
146000,1.622
147000,1.499
148000,1.786
149000,1.909
150000,2.155
151000,0.0
152000,2.114
153000,1.909
154000,1.9500000000000002
155000,1.95
156000,1.7040000000000004
157000,0.0
158000,1.786
159000,1.8679999999999999
160000,1.5810000000000002
161000,1.7860000000000003
162000,1.9909999999999999
163000,1.622
164000,0.0
165000,0.0
166000,1.95
167000,1.581
168000,1.95
169000,2.237
170000,2.032
171000,2.237
172000,1.5810000000000002
173000,2.4
174000,1.54
175000,1.868
176000,1.5810000000000002
177000,2.1550000000000002
178000,2.319
179000,2.278
180000,1.663
181000,2.073
182000,1.909
183000,1.786
184000,2.073
185000,1.95
186000,1.96
187000,1.95
188000,2.114
189000,1.7040000000000004
190000,2.12
191000,1.96
192000,1.663
193000,1.909
194000,-11.904000000000043
195000,-13.908000000000042
196000,-0.055999999999999994
197000,1.7860000000000003
198000,1.909
199000,1.4580000000000004
